Project > Number,Project > Name,Project > Actual Start Date,Project > Projected Finish Date,Project > APM,Company (Vendor) > Name,Company Project Insurance > Expiration Date,Company Project Insurance > Insurance Type,Company Project Insurance > Policy Number
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim",CLEAR IMAGE STOREFRONTS,1/1/2027,Workers Compensation,G2577034-8 - NYSIF
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim",LRC DEVELOPMENT CORPORATION,8/7/2026,General Liability,90-C9-K311-3
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim",LRC DEVELOPMENT CORPORATION,8/7/2026,Umbrella/Excess,MXLO445205
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim",LRC DEVELOPMENT CORPORATION,9/2/2026,Automobile Liability,048 0254-C02-30
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim",LRC DEVELOPMENT CORPORATION,12/15/2026,Automobile Liability,089 0157-F15-30
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim",LRC DEVELOPMENT CORPORATION,10/26/2026,Automobile Liability,110 4840-D26-30
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim",LRC DEVELOPMENT CORPORATION,3/24/2027,Umbrella/Excess,90-B4-R063-1
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim",CORBOCON INC.,4/24/2027,General Liability,BTSP1000647-00
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim",CORBOCON INC.,4/24/2027,Automobile Liability,BTSP1000647-00
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim",CORBOCON INC.,4/24/2027,Umbrella/Excess,MXLO445691
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim",CORBOCON INC.,5/31/2027,Workers Compensation,WWC3856183
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim",LRC DEVELOPMENT CORPORATION,12/6/2026,Automobile Liability,189 9643-F06-30
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim",CLEAR IMAGE STOREFRONTS,9/18/2026,Umbrella/Excess,CUPl004522
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim","DOUBLE R CONTRACTING, INC",5/12/2027,Automobile Liability,5642263
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim",LRC DEVELOPMENT CORPORATION,11/20/2026,Workers Compensation,LRWC618869
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim",CM RICHEY ELECTRICAL CONT. INC,11/1/2026,Workers Compensation,5608317
25-061-G,Regency Centers-East Meadow,9/15/2025,2/27/2026,"Abad Raymond, Santiago Mark, Ahern Tim",FULL CAPACITY FIRE CONSULTANTS,12/30/2026,Umbrella/Excess,WSGU000635
25-062-G,FedEx-Expansion-Dayton-Poerio,2/16/2026,8/26/2026,Brown Monephia,"ORION INTERIORS, INC",1/4/2027,General Liability,DT-CO-3F717733-TCT-26
25-062-G,FedEx-Expansion-Dayton-Poerio,2/16/2026,8/26/2026,Brown Monephia,"ORION INTERIORS, INC",1/4/2027,Workers Compensation,UB-8P655414-26-26-G
25-062-G,FedEx-Expansion-Dayton-Poerio,2/16/2026,8/26/2026,Brown Monephia,"ORION INTERIORS, INC",1/4/2027,Automobile Liability,BA-3L169958-26-26-G
25-062-G,FedEx-Expansion-Dayton-Poerio,2/16/2026,8/26/2026,Brown Monephia,WC GREMP LLC,3/29/2027,Workers Compensation,UB-C5289823-26-42-G
25-062-G,FedEx-Expansion-Dayton-Poerio,2/16/2026,8/26/2026,Brown Monephia,WC GREMP LLC,4/1/2027,Automobile Liability,16SBMAK4F0V
25-062-G,FedEx-Expansion-Dayton-Poerio,2/16/2026,8/26/2026,Brown Monephia,WC GREMP LLC,4/1/2027,Umbrella/Excess,16SBMAK4F0V
25-062-G,FedEx-Expansion-Dayton-Poerio,2/16/2026,8/26/2026,Brown Monephia,WC GREMP LLC,4/1/2027,General Liability,16SBMAK4F0V
25-062-G,FedEx-Expansion-Dayton-Poerio,2/16/2026,8/26/2026,Brown Monephia,PREFERRED EXTERIOR INDUSTRIES,8/29/2026,General Liability,PNY F066570-02
25-062-G,FedEx-Expansion-Dayton-Poerio,2/16/2026,8/26/2026,Brown Monephia,PREFERRED EXTERIOR INDUSTRIES,9/1/2026,Automobile Liability,CAPIO82680
25-062-G,FedEx-Expansion-Dayton-Poerio,2/16/2026,8/26/2026,Brown Monephia,PREFERRED EXTERIOR INDUSTRIES,8/29/2026,Umbrella/Excess,UXP1053132-02
25-062-G,FedEx-Expansion-Dayton-Poerio,2/16/2026,8/26/2026,Brown Monephia,EPIC MILLWORK,11/29/2026,Umbrella/Excess,8035391184
25-062-G,FedEx-Expansion-Dayton-Poerio,2/16/2026,8/26/2026,Brown Monephia,EPIC MILLWORK,11/29/2026,Automobile Liability,8035391203
25-062-G,FedEx-Expansion-Dayton-Poerio,2/16/2026,8/26/2026,Brown Monephia,EPIC MILLWORK,11/29/2026,General Liability,8035391217
25-062-G,FedEx-Expansion-Dayton-Poerio,2/16/2026,8/26/2026,Brown Monephia,INFRARED SERVICES OF NJ INC.,,,
25-062-G,FedEx-Expansion-Dayton-Poerio,2/16/2026,8/26/2026,Brown Monephia,GREAT CLEANING SERVICE INC.,3/8/2027,Automobile Liability,00927585
25-062-G,FedEx-Expansion-Dayton-Poerio,2/16/2026,8/26/2026,Brown Monephia,GREAT CLEANING SERVICE INC.,3/6/2027,General Liability,FMC-CGL1001172-01
25-062-G,FedEx-Expansion-Dayton-Poerio,2/16/2026,8/26/2026,Brown Monephia,GREAT CLEANING SERVICE INC.,6/6/2026,Workers Compensation,WC0241989-01
25-062-G,FedEx-Expansion-Dayton-Poerio,2/16/2026,8/26/2026,Brown Monephia,MCENTEE CONSTRUCTION CO.,1/1/2027,General Liability,7095096999
25-062-G,FedEx-Expansion-Dayton-Poerio,2/16/2026,8/26/2026,Brown Monephia,MCENTEE CONSTRUCTION CO.,1/1/2027,Automobile Liability,7095096985
25-062-G,FedEx-Expansion-Dayton-Poerio,2/16/2026,8/26/2026,Brown Monephia,PRECISION ELECTRICAL,1/1/2027,Umbrella/Excess,CUP-3P878307
25-062-G,FedEx-Expansion-Dayton-Poerio,2/16/2026,8/26/2026,Brown Monephia,DELL PAINTING CORP,10/1/2026,Umbrella/Excess,USO (26) 66 75 47 69
25-062-G,FedEx-Expansion-Dayton-Poerio,2/16/2026,8/26/2026,Brown Monephia,LAYOUT INC.,5/1/2026,Umbrella/Excess,CUP-9T833691-25-NF
25-062-G,FedEx-Expansion-Dayton-Poerio,2/16/2026,8/26/2026,Brown Monephia,DELL PAINTING CORP,10/1/2026,General Liability,BKS (26) 66 75 47 69
25-062-G,FedEx-Expansion-Dayton-Poerio,2/16/2026,8/26/2026,Brown Monephia,"PREMIER GLASS OF NEW YORK, INC",2/24/2026,Automobile Liability,CAPl070725
25-062-G,FedEx-Expansion-Dayton-Poerio,2/16/2026,8/26/2026,Brown Monephia,ELITE LANDSCAPING &,10/23/2026,Workers Compensation,WC11421955
25-062-G,FedEx-Expansion-Dayton-Poerio,2/16/2026,8/26/2026,Brown Monephia,ELITE LANDSCAPING &,10/23/2026,General Liability,MP11417811
25-062-G,FedEx-Expansion-Dayton-Poerio,2/16/2026,8/26/2026,Brown Monephia,ELITE LANDSCAPING &,10/23/2026,Automobile Liability,CA11418009
25-062-G,FedEx-Expansion-Dayton-Poerio,2/16/2026,8/26/2026,Brown Monephia,LAYOUT INC.,5/1/2026,Automobile Liability,BAP2185749
25-062-G,FedEx-Expansion-Dayton-Poerio,2/16/2026,8/26/2026,Brown Monephia,LAYOUT INC.,5/1/2026,Workers Compensation,WC2185747
25-062-G,FedEx-Expansion-Dayton-Poerio,2/16/2026,8/26/2026,Brown Monephia,PRECISION ELECTRICAL,1/1/2027,General Liability,CO-3P769404
25-062-G,FedEx-Expansion-Dayton-Poerio,2/16/2026,8/26/2026,Brown Monephia,LAYOUT INC.,5/1/2026,General Liability,GLO2185748
25-062-G,FedEx-Expansion-Dayton-Poerio,2/16/2026,8/26/2026,Brown Monephia,PRECISION ELECTRICAL,1/1/2027,Automobile Liability,810-3P757558
25-062-G,FedEx-Expansion-Dayton-Poerio,2/16/2026,8/26/2026,Brown Monephia,"PREMIER GLASS OF NEW YORK, INC",2/24/2026,Umbrella/Excess,CUPl001653
25-062-G,FedEx-Expansion-Dayton-Poerio,2/16/2026,8/26/2026,Brown Monephia,PRECISION ELECTRICAL,1/1/2027,Workers Compensation,UB-3P807498
25-062-G,FedEx-Expansion-Dayton-Poerio,2/16/2026,8/26/2026,Brown Monephia,"BOON EDAM, INC",1/1/2027,Automobile Liability,BA8S72813A2614G
25-062-G,FedEx-Expansion-Dayton-Poerio,2/16/2026,8/26/2026,Brown Monephia,"PREMIER GLASS OF NEW YORK, INC",2/24/2026,General Liability,CMP9157286
25-062-G,FedEx-Expansion-Dayton-Poerio,2/16/2026,8/26/2026,Brown Monephia,"PREMIER GLASS OF NEW YORK, INC",7/15/2026,Workers Compensation,WCA1042409
25-062-G,FedEx-Expansion-Dayton-Poerio,2/16/2026,8/26/2026,Brown Monephia,"BOON EDAM, INC",1/1/2027,Workers Compensation,100068108
25-062-G,FedEx-Expansion-Dayton-Poerio,2/16/2026,8/26/2026,Brown Monephia,"A&B MECHANICAL SI, INC",5/21/2027,General Liability,CPP5778695
25-062-G,FedEx-Expansion-Dayton-Poerio,2/16/2026,8/26/2026,Brown Monephia,"A&B MECHANICAL SI, INC",5/21/2026,Automobile Liability,BAGR4058-03
25-062-G,FedEx-Expansion-Dayton-Poerio,2/16/2026,8/26/2026,Brown Monephia,"A&B MECHANICAL SI, INC",5/21/2027,Umbrella/Excess,GXL000296501
25-062-G,FedEx-Expansion-Dayton-Poerio,2/16/2026,8/26/2026,Brown Monephia,"A&B MECHANICAL SI, INC",1/1/2027,Workers Compensation,Z2606-661-3- NYSIF
25-062-G,FedEx-Expansion-Dayton-Poerio,2/16/2026,8/26/2026,Brown Monephia,"APEX FENCE COMPANY, LLC",,,
25-062-G,FedEx-Expansion-Dayton-Poerio,2/16/2026,8/26/2026,Brown Monephia,ELITE LANDSCAPING &,10/23/2026,Umbrella/Excess,CU11418238
25-062-G,FedEx-Expansion-Dayton-Poerio,2/16/2026,8/26/2026,Brown Monephia,"BOON EDAM, INC",1/1/2027,Umbrella/Excess,EX9S69778426NF
25-062-G,FedEx-Expansion-Dayton-Poerio,2/16/2026,8/26/2026,Brown Monephia,MCENTEE CONSTRUCTION CO.,1/1/2027,Umbrella/Excess,7095096971
25-062-G,FedEx-Expansion-Dayton-Poerio,2/16/2026,8/26/2026,Brown Monephia,MCENTEE CONSTRUCTION CO.,1/1/2027,Workers Compensation,7095097005
25-062-G,FedEx-Expansion-Dayton-Poerio,2/16/2026,8/26/2026,Brown Monephia,DELL PAINTING CORP,10/1/2026,Automobile Liability,BAA66754769
25-062-G,FedEx-Expansion-Dayton-Poerio,2/16/2026,8/26/2026,Brown Monephia,GREAT CLEANING SERVICE INC.,3/6/2027,Umbrella/Excess,ISCEX0300002498-01
25-062-G,FedEx-Expansion-Dayton-Poerio,2/16/2026,8/26/2026,Brown Monephia,DELL PAINTING CORP,2/15/2026,Workers Compensation,WWC3769923
25-062-G,FedEx-Expansion-Dayton-Poerio,2/16/2026,8/26/2026,Brown Monephia,EPIC MILLWORK,11/29/2026,Workers Compensation,8035391198
25-062-G,FedEx-Expansion-Dayton-Poerio,2/16/2026,8/26/2026,Brown Monephia,PREFERRED EXTERIOR INDUSTRIES,4/4/2027,Workers Compensation,H2385 944-0 - NYSIF
25-062-G,FedEx-Expansion-Dayton-Poerio,2/16/2026,8/26/2026,Brown Monephia,PREFERRED EXTERIOR INDUSTRIES,8/29/2026,Umbrella/Excess,ENY F066571-02
25-062-G,FedEx-Expansion-Dayton-Poerio,2/16/2026,8/26/2026,Brown Monephia,"ORION INTERIORS, INC",1/4/2027,Umbrella/Excess,CUP-0J133548-26-26
25-062-G,FedEx-Expansion-Dayton-Poerio,2/16/2026,8/26/2026,Brown Monephia,"BOON EDAM, INC",1/1/2027,General Liability,99505868
25-063-T,S&S#5090-Hood Survey-Maspeth,8/13/2025,8/13/2025,Solis Edgar,CM RICHEY ELECTRICAL CONT. INC,,,
25-063-T,S&S#5090-Hood Survey-Maspeth,8/13/2025,8/13/2025,Solis Edgar,ENVIRONMENTAL CLIMATE CNTL INC,,,
25-063-T,S&S#5090-Hood Survey-Maspeth,8/13/2025,8/13/2025,Solis Edgar,JUST PLUMBING INC.,,,
25-067-T,Shoprite-Added Work-Scarsdale,8/29/2025,8/29/2025,Yoon Susan,TULLY ELECTRIC CO LLC,,,
25-067-T,Shoprite-Added Work-Scarsdale,8/29/2025,8/29/2025,Yoon Susan,FAREZ DEVELOPMENT CORPORATION,,,
25-067-T,Shoprite-Added Work-Scarsdale,8/29/2025,8/29/2025,Yoon Susan,K-TECH MECHANICAL,,,
25-069-G,1 Stone Pl-Ext.-Bronxville,9/9/2025,12/8/2026,"Yoon Susan, Brown Monephia",ENVIRO-WATCH INC.,,General Liability,
25-069-G,1 Stone Pl-Ext.-Bronxville,9/9/2025,12/8/2026,"Yoon Susan, Brown Monephia",ENVIRO-WATCH INC.,,Automobile Liability,
25-069-G,1 Stone Pl-Ext.-Bronxville,9/9/2025,12/8/2026,"Yoon Susan, Brown Monephia",ENVIRO-WATCH INC.,,Workers Compensation,
25-069-G,1 Stone Pl-Ext.-Bronxville,9/9/2025,12/8/2026,"Yoon Susan, Brown Monephia",ESTRADA MASONRY INC.,,,
25-069-G,1 Stone Pl-Ext.-Bronxville,9/9/2025,12/8/2026,"Yoon Susan, Brown Monephia",GENSINGER FIRE PROTECTION LLC,3/17/2027,Workers Compensation,123287865
25-069-G,1 Stone Pl-Ext.-Bronxville,9/9/2025,12/8/2026,"Yoon Susan, Brown Monephia",GENSINGER FIRE PROTECTION LLC,3/4/2027,General Liability,WSGL000960
25-069-G,1 Stone Pl-Ext.-Bronxville,9/9/2025,12/8/2026,"Yoon Susan, Brown Monephia",GENSINGER FIRE PROTECTION LLC,3/4/2027,Umbrella/Excess,WSGU000227
25-069-G,1 Stone Pl-Ext.-Bronxville,9/9/2025,12/8/2026,"Yoon Susan, Brown Monephia","INDUSTRIAL DOOR & GLASS CO,INC",11/18/2026,Automobile Liability,16UECVE2001
25-069-G,1 Stone Pl-Ext.-Bronxville,9/9/2025,12/8/2026,"Yoon Susan, Brown Monephia","INDUSTRIAL DOOR & GLASS CO,INC",2/1/2027,General Liability,6802N193301
25-069-G,1 Stone Pl-Ext.-Bronxville,9/9/2025,12/8/2026,"Yoon Susan, Brown Monephia","INDUSTRIAL DOOR & GLASS CO,INC",2/1/2027,Umbrella/Excess,CUP2N194900
25-069-G,1 Stone Pl-Ext.-Bronxville,9/9/2025,12/8/2026,"Yoon Susan, Brown Monephia","MARK & SON METAL PRODUCTS, INC",6/29/2026,Umbrella/Excess,CUE7039471233
25-069-G,1 Stone Pl-Ext.-Bronxville,9/9/2025,12/8/2026,"Yoon Susan, Brown Monephia","MARK & SON METAL PRODUCTS, INC",6/29/2026,General Liability,7039469384
25-069-G,1 Stone Pl-Ext.-Bronxville,9/9/2025,12/8/2026,"Yoon Susan, Brown Monephia","MARK & SON METAL PRODUCTS, INC",4/1/2027,Workers Compensation,Z2088310-4 - NYSIF
25-069-G,1 Stone Pl-Ext.-Bronxville,9/9/2025,12/8/2026,"Yoon Susan, Brown Monephia","MARK & SON METAL PRODUCTS, INC",6/29/2026,Automobile Liability,BUA7039469014
25-069-G,1 Stone Pl-Ext.-Bronxville,9/9/2025,12/8/2026,"Yoon Susan, Brown Monephia",TULLY ELECTRIC CO LLC,2/24/2027,Umbrella/Excess,BOP0100722569
25-069-G,1 Stone Pl-Ext.-Bronxville,9/9/2025,12/8/2026,"Yoon Susan, Brown Monephia",TULLY ELECTRIC CO LLC,2/18/2027,Workers Compensation,01WECZH6511
25-069-G,1 Stone Pl-Ext.-Bronxville,9/9/2025,12/8/2026,"Yoon Susan, Brown Monephia",TULLY ELECTRIC CO LLC,,Automobile Liability,
25-069-G,1 Stone Pl-Ext.-Bronxville,9/9/2025,12/8/2026,"Yoon Susan, Brown Monephia",K-TECH MECHANICAL,11/2/2026,Automobile Liability,CAP1085130
25-069-G,1 Stone Pl-Ext.-Bronxville,9/9/2025,12/8/2026,"Yoon Susan, Brown Monephia",K-TECH MECHANICAL,12/20/2026,Umbrella/Excess,ISCEXO300001018-02
25-069-G,1 Stone Pl-Ext.-Bronxville,9/9/2025,12/8/2026,"Yoon Susan, Brown Monephia",K-TECH MECHANICAL,12/20/2026,Workers Compensation,5748779
25-069-G,1 Stone Pl-Ext.-Bronxville,9/9/2025,12/8/2026,"Yoon Susan, Brown Monephia",MACKENZIE PAINTING COMPANY,10/1/2026,General Liability,ZAGLB9245405
25-069-G,1 Stone Pl-Ext.-Bronxville,9/9/2025,12/8/2026,"Yoon Susan, Brown Monephia",MACKENZIE PAINTING COMPANY,10/1/2026,Umbrella/Excess,GXL0000370 06
25-069-G,1 Stone Pl-Ext.-Bronxville,9/9/2025,12/8/2026,"Yoon Susan, Brown Monephia",MACKENZIE PAINTING COMPANY,10/1/2026,Workers Compensation,ZAWCl9962905
25-069-G,1 Stone Pl-Ext.-Bronxville,9/9/2025,12/8/2026,"Yoon Susan, Brown Monephia",START ELEVATOR LLC,6/30/2026,Umbrella/Excess,P-001-000069228-07
25-069-G,1 Stone Pl-Ext.-Bronxville,9/9/2025,12/8/2026,"Yoon Susan, Brown Monephia",START ELEVATOR LLC,12/31/2026,Automobile Liability,BAP 8488453 06
25-069-G,1 Stone Pl-Ext.-Bronxville,9/9/2025,12/8/2026,"Yoon Susan, Brown Monephia",START ELEVATOR LLC,12/31/2026,General Liability,GLO 8902940 06
25-069-G,1 Stone Pl-Ext.-Bronxville,9/9/2025,12/8/2026,"Yoon Susan, Brown Monephia",START ELEVATOR LLC,12/31/2026,Workers Compensation,WC 8902941 06
25-069-G,1 Stone Pl-Ext.-Bronxville,9/9/2025,12/8/2026,"Yoon Susan, Brown Monephia",WOODVIEW MECHANICAL,2/9/2027,General Liability,CEP1000322
25-069-G,1 Stone Pl-Ext.-Bronxville,9/9/2025,12/8/2026,"Yoon Susan, Brown Monephia",WOODVIEW MECHANICAL,2/8/2027,Umbrella/Excess,GXL0002508 01
25-069-G,1 Stone Pl-Ext.-Bronxville,9/9/2025,12/8/2026,"Yoon Susan, Brown Monephia",WOODVIEW MECHANICAL,2/9/2027,Workers Compensation,Q2605522-8 - NYSIF
25-069-G,1 Stone Pl-Ext.-Bronxville,9/9/2025,12/8/2026,"Yoon Susan, Brown Monephia",WOODVIEW MECHANICAL,2/8/2027,Automobile Liability,FMC-HNO1001525-00
25-069-G,1 Stone Pl-Ext.-Bronxville,9/9/2025,12/8/2026,"Yoon Susan, Brown Monephia",HILLVIEW CONSTRUCTION &,9/12/2026,Automobile Liability,986677150
25-069-G,1 Stone Pl-Ext.-Bronxville,9/9/2025,12/8/2026,"Yoon Susan, Brown Monephia",HILLVIEW CONSTRUCTION &,12/29/2026,General Liability,BTSP1000276-01
25-069-G,1 Stone Pl-Ext.-Bronxville,9/9/2025,12/8/2026,"Yoon Susan, Brown Monephia",HILLVIEW CONSTRUCTION &,12/29/2026,Umbrella/Excess,TMS1035040251
25-069-G,1 Stone Pl-Ext.-Bronxville,9/9/2025,12/8/2026,"Yoon Susan, Brown Monephia",MACKENZIE PAINTING COMPANY,10/1/2026,Automobile Liability,ZACAT9273505
25-069-G,1 Stone Pl-Ext.-Bronxville,9/9/2025,12/8/2026,"Yoon Susan, Brown Monephia",HILLVIEW CONSTRUCTION &,4/1/2027,Workers Compensation,Z2583025-8
25-069-G,1 Stone Pl-Ext.-Bronxville,9/9/2025,12/8/2026,"Yoon Susan, Brown Monephia","VM TRANSPORTATION, INC",4/24/2027,General Liability,CP00150054
25-069-G,1 Stone Pl-Ext.-Bronxville,9/9/2025,12/8/2026,"Yoon Susan, Brown Monephia","VM TRANSPORTATION, INC",7/10/2027,Automobile Liability,B1U8904Z
25-069-G,1 Stone Pl-Ext.-Bronxville,9/9/2025,12/8/2026,"Yoon Susan, Brown Monephia",K-TECH MECHANICAL,12/20/2026,General Liability,CPP 5748777
25-069-G,1 Stone Pl-Ext.-Bronxville,9/9/2025,12/8/2026,"Yoon Susan, Brown Monephia","VM TRANSPORTATION, INC",4/24/2027,Umbrella/Excess,CU00011537
25-069-G,1 Stone Pl-Ext.-Bronxville,9/9/2025,12/8/2026,"Yoon Susan, Brown Monephia","VM TRANSPORTATION, INC",4/15/2027,Workers Compensation,WK00016108
25-069-G,1 Stone Pl-Ext.-Bronxville,9/9/2025,12/8/2026,"Yoon Susan, Brown Monephia","INDUSTRIAL DOOR & GLASS CO,INC",7/29/2026,Workers Compensation,WWC3801385
25-069-G,1 Stone Pl-Ext.-Bronxville,9/9/2025,12/8/2026,"Yoon Susan, Brown Monephia",TULLY ELECTRIC CO LLC,2/24/2027,General Liability,BOP0100722569
25-069-G,1 Stone Pl-Ext.-Bronxville,9/9/2025,12/8/2026,"Yoon Susan, Brown Monephia",ENVIRO-WATCH INC.,,Umbrella/Excess,
25-069-G,1 Stone Pl-Ext.-Bronxville,9/9/2025,12/8/2026,"Yoon Susan, Brown Monephia",GENSINGER FIRE PROTECTION LLC,12/9/2026,Automobile Liability,321 0610-F09-32D
25-071-G,Wordwide Wines-Tinton,7/21/2025,7/25/2025,Yoon Susan,NORTHEAST CONTRACTING SERVICES,6/30/2026,General Liability,S 2534757
25-071-G,Wordwide Wines-Tinton,7/21/2025,7/25/2025,Yoon Susan,NORTHEAST CONTRACTING SERVICES,6/30/2026,Automobile Liability,S 2534757
25-071-G,Wordwide Wines-Tinton,7/21/2025,7/25/2025,Yoon Susan,NORTHEAST CONTRACTING SERVICES,6/30/2026,Umbrella/Excess,S 2534757
25-071-G,Wordwide Wines-Tinton,7/21/2025,7/25/2025,Yoon Susan,NORTHEAST CONTRACTING SERVICES,6/30/2026,Workers Compensation,1012286
25-071-G,Wordwide Wines-Tinton,7/21/2025,7/25/2025,Yoon Susan,"ORION INTERIORS, INC",1/4/2027,Automobile Liability,BA-3L169958-26-26-G
25-071-G,Wordwide Wines-Tinton,7/21/2025,7/25/2025,Yoon Susan,"ORION INTERIORS, INC",1/4/2027,Umbrella/Excess,CUP-0J133548-26-26
25-071-G,Wordwide Wines-Tinton,7/21/2025,7/25/2025,Yoon Susan,"ORION INTERIORS, INC",1/4/2027,General Liability,DT-CO-3F717733-TCT-26
25-071-G,Wordwide Wines-Tinton,7/21/2025,7/25/2025,Yoon Susan,"ORION INTERIORS, INC",1/4/2027,Workers Compensation,UB-8P655414-26-26-G
25-071-G,Wordwide Wines-Tinton,7/21/2025,7/25/2025,Yoon Susan,PREFERRED EXTERIOR INDUSTRIES,8/29/2026,General Liability,PNY F066570-02
25-071-G,Wordwide Wines-Tinton,7/21/2025,7/25/2025,Yoon Susan,PREFERRED EXTERIOR INDUSTRIES,9/1/2026,Automobile Liability,CAPIO82680
25-071-G,Wordwide Wines-Tinton,7/21/2025,7/25/2025,Yoon Susan,PREFERRED EXTERIOR INDUSTRIES,8/29/2026,Umbrella/Excess,ENY F066571-02
25-071-G,Wordwide Wines-Tinton,7/21/2025,7/25/2025,Yoon Susan,PREFERRED EXTERIOR INDUSTRIES,4/4/2027,Workers Compensation,H2385 944-0 - NYSIF
25-071-G,Wordwide Wines-Tinton,7/21/2025,7/25/2025,Yoon Susan,ASCO FIRE,10/1/2026,Workers Compensation,186170600
25-071-G,Wordwide Wines-Tinton,7/21/2025,7/25/2025,Yoon Susan,ASCO FIRE,9/30/2026,Umbrella/Excess,EXO4281498
25-071-G,Wordwide Wines-Tinton,7/21/2025,7/25/2025,Yoon Susan,ASCO FIRE,9/30/2026,General Liability,ECP203304515
25-071-G,Wordwide Wines-Tinton,7/21/2025,7/25/2025,Yoon Susan,ASCO FIRE,9/30/2026,Automobile Liability,BAP204832610
25-071-G,Wordwide Wines-Tinton,7/21/2025,7/25/2025,Yoon Susan,ASCO FIRE,9/30/2026,Automobile Liability,MAA204832810
25-071-G,Wordwide Wines-Tinton,7/21/2025,7/25/2025,Yoon Susan,COMPETITIVE PLUMBING AND,10/29/2026,Workers Compensation,103784-6-25
25-071-G,Wordwide Wines-Tinton,7/21/2025,7/25/2025,Yoon Susan,COMPETITIVE PLUMBING AND,4/28/2027,General Liability,1109293779
25-071-G,Wordwide Wines-Tinton,7/21/2025,7/25/2025,Yoon Susan,COMPETITIVE PLUMBING AND,4/28/2027,Automobile Liability,1109292953
25-071-G,Wordwide Wines-Tinton,7/21/2025,7/25/2025,Yoon Susan,COMPETITIVE PLUMBING AND,4/28/2027,Umbrella/Excess,1109293829
25-071-G,Wordwide Wines-Tinton,7/21/2025,7/25/2025,Yoon Susan,MJM ELECTRIC INC,2/4/2027,Automobile Liability,AWYJ95418600
25-071-G,Wordwide Wines-Tinton,7/21/2025,7/25/2025,Yoon Susan,MJM ELECTRIC INC,2/4/2027,Workers Compensation,PWC1266217
25-071-G,Wordwide Wines-Tinton,7/21/2025,7/25/2025,Yoon Susan,MJM ELECTRIC INC,2/4/2027,General Liability,Z2YJ95427200
25-071-G,Wordwide Wines-Tinton,7/21/2025,7/25/2025,Yoon Susan,MJM ELECTRIC INC,2/4/2027,Umbrella/Excess,Z2YJ95427200
25-073-I,S&S-Shelves-Rocky Point-Melito,9/21/2025,11/17/2025,Yoon Susan,WC FINISHER CORP,11/5/2026,Automobile Liability,CAR3100000368-3
25-073-I,S&S-Shelves-Rocky Point-Melito,9/21/2025,11/17/2025,Yoon Susan,WC FINISHER CORP,12/22/2025,Umbrella/Excess,MXLO442067
25-073-I,S&S-Shelves-Rocky Point-Melito,9/21/2025,11/17/2025,Yoon Susan,WC FINISHER CORP,6/15/2026,Workers Compensation,KWC1400520
25-073-I,S&S-Shelves-Rocky Point-Melito,9/21/2025,11/17/2025,Yoon Susan,WC FINISHER CORP,12/24/2025,General Liability,CEP2000557
25-079-G,S&S-Condemned Equipment-Gp 1,10/20/2025,10/31/2025,Solis Edgar,WERNER PLUMBING & HEATING,,,
25-079-G,S&S-Condemned Equipment-Gp 1,10/20/2025,10/31/2025,Solis Edgar,MGM FLOORING INC.,,,
25-079-G,S&S-Condemned Equipment-Gp 1,10/20/2025,10/31/2025,Solis Edgar,"DOUBLE R CONTRACTING, INC",,,
25-079-G,S&S-Condemned Equipment-Gp 1,10/20/2025,10/31/2025,Solis Edgar,CENTIMARK CORPORATION,,,
25-080-G,S&S-Equpit.Group1-Long Beach,10/20/2025,10/31/2025,Solis Edgar,METRO MECHANICAL GROUP INC.,,,
25-080-G,S&S-Equpit.Group1-Long Beach,10/20/2025,10/31/2025,Solis Edgar,"DOUBLE R CONTRACTING, INC",,,
